NCM,Excecao,Descricao,Aliquota
8460.90.19,,Outras ,0
8460.90.90,,Outras ,0
84.61,,"Máquinas-ferramentas para aplainar, plainas-limadoras, máquinas-ferramentas para escatelar, brochar, cortar ou acabar engrenagens, serrar, seccionar e outras máquinas-ferramentas que trabalhem por eliminação de metal ou de cermets, não especificadas nem compreendidas noutras posições.",
8461.2,,- Plainas-limadoras e máquinas para escatelar,
8461.20.10,,Para escatelar ,0
8461.20.90,,Outras ,0
8461.3,,- Máquinas para brochar,
8461.30.10,,De comando numérico ,0
8461.30.90,,Outras ,0
8461.4,,- Máquinas para cortar ou acabar engrenagens,
8461.40.10,,De comando numérico ,0
8461.40.9,,Outras,
8461.40.91,,Redondeadoras de dentes ,0
8461.40.99,,Outras ,0
8461.5,,- Máquinas para serrar ou seccionar,
8461.50.10,,De fitas sem fim ,0
8461.50.20,,Circulares ,0
8461.50.90,,Outras ,0
8461.9,,- Outras,
8461.90.10,,De comando numérico ,0
8461.90.90,,Outras ,0
84.62,,"Máquinas-ferramentas (incluindo as prensas) para forjar ou estampar, martelos, martelos-pilões e martinetes, para trabalhar metais (excluindo os laminadores); máquinas-ferramentas (incluindo as prensas, as linhas de corte longitudinal e as linhas de corte transversal) para enrolar, arquear, dobrar, endireitar, aplanar, cisalhar, puncionar, chanfrar ou mordiscar metais (excluindo as bancas para estirar); prensas para trabalhar metais ou carbonetos metálicos, não especificadas acima.",
8462.1,,"- Máquinas para trabalhar a quente (incluindo as prensas) para forjar por matrizagem ou de forjamento livre ou de estampar, martelos, martelos-pilões e martinetes:",
8462.11.00,,-- Máquinas para forjamento em matriz fechada ,0
8462.19.00,,-- Outras ,0
8462.2,,"- Máquinas (incluindo as prensas dobradeiras) para enrolar, arquear, dobrar, endireitar ou aplanar, para produtos planos: ",
8462.22.00,,-- Máquinas para formação de perfis ,0
8462.23.00,,"-- Prensas dobradeiras, de comando numérico ",0
8462.24.00,,"-- Prensas para painéis, de comando numérico ",0
8462.25.00,,"-- Máquinas de conformação por rolos, de comando numérico ",0
8462.26.00,,"-- Outras máquinas para enrolar, arquear, dobrar, endireitar ou aplanar, de comando numérico ",0
8462.29.00,,-- Outras ,0
8462.3,,"- Linhas de corte longitudinal, linhas de corte transversal e outras máquinas (excluindo as prensas) para cisalhar, para produtos planos, exceto as máquinas combinadas de puncionar e cisalhar:",
8462.32.00,,-- Linhas de corte longitudinal e linhas de corte transversal ,0
8462.33.00,,"-- Máquinas para cisalhar, de comando numérico ",0
8462.39.00,,-- Outras ,0
8462.4,,"- Máquinas (excluindo as prensas) para puncionar, chanfrar ou mordiscar, para produtos planos, incluindo as máquinas combinadas de puncionar e cisalhar:",
8462.42.00,,-- De comando numérico ,0
8462.49.00,,-- Outras ,0
8462.5,,"- Máquinas (excluindo as prensas) para trabalhar tubos, perfis ocos, perfis e barras:",
8462.51.00,,-- De comando numérico ,0
8462.59.00,,-- Outras ,0
8462.6,,- Prensas para trabalhar metal a frio:,
8462.61.00,,-- Prensas hidráulicas ,0
8462.62.00,,-- Prensas mecânicas ,0
8462.63.00,,-- Servoprensas ,0
8462.69.00,,-- Outras ,0
8462.90.00,,- Outras ,0
84.63,,"Outras máquinas-ferramentas para trabalhar metais ou cermets, que trabalhem sem eliminação de matéria.",
8463.1,,"- Bancas para estirar barras, tubos, perfis, fios ou semelhantes",
8463.10.10,,Para estirar tubos ,0
8463.10.90,,Outros ,0
8463.2,,- Máquinas para fazer roscas internas ou externas por laminagem,
8463.20.10,,De comando numérico ,0
8463.20.9,,Outras,
8463.20.91,,"De pente plano, com capacidade de produção igual ou superior a 160 unidades por minuto, de diâmetro de rosca compreendido entre 3 mm e 10 mm ",0
8463.20.99,,Outras ,0
8463.30.00,,- Máquinas para trabalhar arames e fios de metal ,0
8463.9,,- Outras,
8463.90.10,,De comando numérico ,0
8463.90.90,,Outras ,0
84.64,,"Máquinas-ferramentas para trabalhar pedra, produtos cerâmicos, concreto (betão), fibrocimento ou matérias minerais semelhantes, ou para o trabalho a frio do vidro.",
8464.10.00,,- Máquinas para serrar ,0
8464.2,,- Máquinas para esmerilar ou polir,
8464.20.10,,Para vidro ,0
8464.20.2,,Para cerâmica,
8464.20.21,,"De polir placas, para pavimentação ou revestimento, com oito ou mais cabeças ",0
8464.20.29,,Outras ,0
8464.20.90,,Outras ,0
8464.9,,- Outras,
8464.90.1,,Para vidro,
8464.90.11,,"De comando numérico, para retificar, fresar e perfurar ",0
8464.90.19,,Outras ,0
8464.90.90,,Outras ,0
84.65,,"Máquinas-ferramentas (incluindo as máquinas para pregar, grampear, colar ou reunir por qualquer outro modo) para trabalhar madeira, cortiça, osso, borracha endurecida, plástico duro ou matérias duras semelhantes.",
8465.10.00,,- Máquinas-ferramentas capazes de efetuar diferentes tipos de operações sem troca de ferramentas,0
8465.20.00,,- Centros de usinagem (fabricação*) ,0
8465.9,,- Outras:,
8465.91,,-- Máquinas de serrar,
8465.91.10,,De fita sem fim ,0
8465.91.20,,Circulares ,0
8465.91.90,,Outras ,0
8465.92,,-- Máquinas para desbastar ou aplainar; máquinas para fresar ou moldurar,
8465.92.1,,De comando numérico,
8465.92.11,,Fresadoras ,0
8465.92.19,,Outras ,0
8465.92.90,,Outras ,0
8465.93,,"-- Máquinas para esmerilar, lixar ou polir",
8465.93.10,,Lixadeiras ,0
8465.93.90,,Outras ,0
8465.94.00,,-- Máquinas para arquear ou reunir ,0
8465.95,,-- Máquinas para furar ou escatelar,
8465.95.1,,De comando numérico,
8465.95.11,,Para furar ,0
8465.95.12,,Para escatelar ,0
8465.95.9,,Outras,
8465.95.91,,Para furar ,0
8465.95.92,,Para escatelar ,0
8465.96.00,,"-- Máquinas para fender, seccionar ou desenrolar ",0
8465.99.00,,-- Outras ,0
84.66,,"Partes e acessórios reconhecíveis como exclusiva ou principalmente destinados às máquinas das posições 84.56 a 84.65, incluindo os porta-peças e porta-ferramentas, as fieiras de abertura automática, os dispositivos divisores e outros dispositivos especiais, para estas máquinas; porta-ferramentas para ferramentas manuais de qualquer tipo.",
8466.10.00,,- Porta-ferramentas e fieiras de abertura automática ,0
8466.2,,- Porta-peças,
8466.20.10,,Para tornos ,0
8466.20.90,,Outros ,0
8466.30.00,,"- Dispositivos divisores e outros dispositivos especiais, para máquinas ",0
8466.9,,- Outros:,
8466.91.00,,-- Para máquinas da posição 84.64 ,0
8466.92.00,,-- Para máquinas da posição 84.65 ,0
8466.93,,-- Para máquinas das posições 84.56 a 84.61,
8466.93.1,,Para máquinas da posição 84.56,
8466.93.11,,Para máquinas da subposição 8456.20 ,"3,25"
8466.93.19,,Outras ,0
8466.93.20,,Para máquinas da posição 84.57 ,0
8466.93.30,,Para máquinas da posição 84.58 ,0
8466.93.40,,Para máquinas da posição 84.59 ,0
8466.93.50,,Para máquinas da posição 84.60 ,0
8466.93.60,,Para máquinas da posição 84.61 ,0
8466.94,,-- Para máquinas das posições 84.62 ou 84.63,
8466.94.10,,Para máquinas das subposições 8462.11 ou 8462.19 ,0
8466.94.20,,Para máquinas das subposições 8462.22 a 8462.29 ,0
8466.94.90,,Outras ,0
84.67,,"Ferramentas pneumáticas, hidráulicas ou com motor (elétrico ou não elétrico) incorporado, de uso manual.",
8467.1,,- Pneumáticas:,
8467.11,,-- Rotativas (mesmo com sistema de percussão),
8467.11.10,,Furadeiras ,"3,25"
8467.11.90,,Outras ,"3,25"
8467.19.00,,-- Outras ,"3,25"
8467.2,,- Com motor elétrico incorporado:,
8467.21.00,,"-- Furadeiras (perfuradoras) de qualquer espécie, incluindo as rotativas ","5,2"
8467.22.00,,-- Serras ,"5,2"
8467.29,,-- Outras,
8467.29.10,,Tesouras ,"5,2"
8467.29.9,,Outras,
8467.29.91,,Cortadoras de tecidos ,"5,2"
8467.29.92,,Parafusadeiras e rosqueadeiras ,"5,2"
8467.29.93,,Martelos ,"5,2"
8467.29.99,,Outras ,"5,2"
8467.8,,- Outras ferramentas:,
8467.81.00,,-- Serras de corrente ,"5,2"
8467.89.00,,-- Outras ,"5,2"
8467.9,,- Partes:,
8467.91.00,,-- De serras de corrente ,"5,2"
8467.92.00,,-- De ferramentas pneumáticas ,"5,2"
8467.99.00,,-- Outras ,"5,2"
84.68,,"Máquinas e aparelhos para soldar, mesmo de corte, exceto os da posição 85.15; máquinas e aparelhos a gás, para têmpera superficial.",
8468.10.00,,- Maçaricos de uso manual ,"3,25"
8468.20.00,,- Outras máquinas e aparelhos a gás ,0
8468.8,,- Outras máquinas e aparelhos,
8468.80.10,,Para soldar por fricção ,0
8468.80.90,,Outras ,0
8468.9,,- Partes,
8468.90.10,,De maçaricos de uso manual ,"3,25"
8468.90.20,,De máquinas ou aparelhos para soldar por fricção ,"3,25"
8468.90.90,,Outras ,"3,25"
84.7,,"Máquinas de calcular e máquinas de bolso que permitam gravar, reproduzir e visualizar informações, com função de cálculo incorporada; máquinas de contabilidade, máquinas de franquear, de emitir bilhetes e máquinas semelhantes, com dispositivo de cálculo incorporado; caixas registradoras.",
8470.10.00,,"- Calculadoras eletrônicas capazes de funcionar sem fonte externa de energia elétrica e máquinas de bolso com função de cálculo incorporada que permitam gravar, reproduzir e visualizar informações ","9,75"
8470.10.00,01,Calculadora equipada com sintetizador de voz,0
8470.2,,"- Outras máquinas de calcular, eletrônicas:",
8470.21.00,,-- Com dispositivo impressor incorporado ,"9,75"
8470.29.00,,-- Outras ,"9,75"
8470.30.00,,- Outras máquinas de calcular ,"9,75"
8470.5,,- Caixas registradoras,
8470.50.10,,Eletrônicas ,"9,75"
8470.50.10,01,Terminal ponto de venda ou terminal de captura de dados,15
8470.50.90,,Outras ,15
8470.9,,- Outras,
8470.90.10,,Máquinas de franquear correspondência ,"9,75"
8470.90.90,,Outras ,"9,75"
84.71,,"Máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registrar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas noutras posições.",
8471.3,,"- Máquinas automáticas para processamento de dados, portáteis, de peso não superior a 10 kg, que contenham pelo menos uma unidade central de processamento, um teclado e uma tela (ecrã*)",
8471.30.1,,Capazes de funcionar sem fonte externa de energia,
8471.30.11,,"De peso inferior a 350 g, com tela de área não superior a 140 cm2 ",15
8471.30.12,,"De peso inferior a 3,5 kg, com tela de área superior a 140 cm2, mas inferior a 560 cm2 ",15
8471.30.19,,Outras ,15
8471.30.90,,Outras ,15
8471.4,,- Outras máquinas automáticas para processamento de dados:,
8471.41.00,,"-- Que contenham, no mesmo corpo, pelo menos uma unidade central de processamento e, mesmo combinadas, uma unidade de entrada e uma unidade de saída ","9,75"
8471.49.00,,"-- Outras, apresentadas sob a forma de sistemas ","9,75"
8471.5,,"- Unidades de processamento, exceto as das subposições 8471.41 ou 8471.49, podendo conter, no mesmo corpo, um ou dois dos seguintes tipos de unidades: unidade de memória, unidade de entrada e unidade de saída",
8471.50.10,,"De pequena capacidade, baseadas em microprocessadores, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 8471.70, podendo conter múltiplos conectores de expansão (slots), e valor FOB inferior ou igual a US$ 12.500,00, por unidade ",15
8471.50.20,,"De média capacidade, podendo conter no máximo uma unidade de entrada e outra de saída da subposição 8471.60, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 8471.70, podendo conter múltiplos conectores de expansão (slots), e valor FOB superior a US$ 12.500,00, mas não superior a US$ 46.000,00, por unidade ",15
8471.50.30,,"De grande capacidade, podendo conter no máximo uma unidade de entrada e outra de saída da subposição 8471.60, com capacidade de instalação interna, ou em módulos separados do gabinete do processador central, de unidades de memória da subposição 8471.70, e valor FOB superior a US$ 46.000,00, mas não superior a US$ 100.000,00, por unidade ",15
8471.50.40,,"De muito grande capacidade, podendo conter no máximo uma unidade de entrada e outra de saída da subposição 8471.60, com capacidade de instalação interna, ou em módulos separados do gabinete do processador central, de unidades de memória da subposição 8471.70, e valor FOB superior a US$ 100.000,00, por unidade ",15
8471.50.90,,Outras ,15
8471.6,,"- Unidades de entrada ou de saída, podendo conter, no mesmo corpo, unidades de memória",
8471.60.5,,Unidades de entrada,
8471.60.52,,Teclados ,"9,75"
8471.60.52,01,Com colmeia,0
8471.60.53,,"Indicadores ou apontadores (mouse e track-ball, por exemplo) ","9,75"
8471.60.53,01,Indicador ou apontador (mouse) com entrada para acionador,0
8471.60.53,02,Acionador de pressão,0
8471.60.54,,Mesas digitalizadoras ,"9,75"
8471.60.59,,Outras ,"9,75"
8471.60.6,,"Aparelhos terminais que tenham, pelo menos, uma unidade de entrada por teclado alfanumérico e uma unidade de saída por vídeo (terminais de vídeo)",
8471.60.61,,Com unidade de saída por vídeo monocromático ,"9,75"
8471.60.62,,Com unidade de saída por vídeo policromático ,"9,75"
8471.60.80,,Terminais de auto-atendimento bancário ,"9,75"
8471.60.90,,Outras ,"9,75"
8471.60.90,01,Linha Braille,0
8471.7,,- Unidades de memória,
8471.70.10,,De discos magnéticos ,"9,75"
8471.70.10,01,Discos rígidos,10
8471.70.20,,De discos para leitura ou gravação de dados por meios ópticos (unidade de disco óptico) ,"6,5"
8471.70.30,,De fitas magnéticas ,"9,75"
8471.70.40,,De estado sólido (SSD - Solid-State Drive) ,"9,75"
8471.70.90,,"Outras, incluídas as combinações de unidades de, pelo menos, dois dos itens precedentes ","9,75"
8471.80.00,,- Outras unidades de máquinas automáticas para processamento de dados ,"9,75"
8471.9,,- Outros,
8471.90.1,,Leitores ou gravadores,
8471.90.11,,De cartões magnéticos ,"9,75"
8471.90.12,,Leitores de códigos de barras ,"9,75"
8471.90.13,,Leitores de caracteres magnetizáveis ,"9,75"
8471.90.14,,Digitalizadores de imagens (scanners) ,15
8471.90.14,01,Equipados com sintetizador de voz,0
8471.90.19,,Outros ,"9,75"
8471.90.90,,Outros ,"9,75"
84.72,,"Outras máquinas e aparelhos de escritório (por exemplo, duplicadores hectográficos ou a estêncil, máquinas para imprimir endereços, distribuidores automáticos de notas (papéis-moeda), máquinas para selecionar, contar ou empacotar moedas, máquinas apontadoras de lápis (apara-lápis), perfuradores ou grampeadores (agrafadores*)).",
8472.10.00,,- Duplicadores ,13
8472.10.00,01,Duplicador Braille,0
8472.3,,"- Máquinas para selecionar, dobrar, envelopar ou cintar correspondência, máquinas para abrir, fechar ou lacrar correspondência e máquinas para colar ou obliterar selos",
8472.30.10,,Máquinas automáticas para obliterar selos postais ,13
8472.30.20,,Máquinas automáticas para seleção de correspondência por formato e classificação e distribuição da mesma por leitura óptica do código postal ,13
8472.30.30,,"Máquinas automáticas para seleção e distribuição de encomendas, por leitura óptica do código postal ",13
8472.30.90,,Outras ,13
8472.9,,- Outros,
8472.90.10,,"Distribuidores (dispensadores) automáticos de notas (papéis-moeda), incluindo os que efetuam outras operações bancárias ",15
8472.90.20,,"Máquinas do tipo utilizado em caixas de banco, com dispositivo para autenticar ","9,75"
8472.90.30,,Máquinas para selecionar e contar moedas ou notas (papéis-moeda) ,13
8472.90.40,,"Máquinas apontadoras de lápis (apara-lápis), perfuradores, grampeadores e desgrampeadores ",13
8472.90.5,,"Classificadoras automáticas de documentos, com leitores ou gravadores do item 8471.90.1
incorporados",
8472.90.51,,Com capacidade de classificação superior a 400 documentos por minuto ,"9,75"
8472.90.59,,Outras ,"9,75"
8472.90.9,,Outros,
8472.90.91,,Máquinas para imprimir endereços ou para estampar placas de endereços ,13
8472.90.99,,Outros ,13
8472.90.99,01,Máquinas não automáticas de escrever em Braille,0
84.73,,"Partes e acessórios (exceto estojos, capas e semelhantes) reconhecíveis como exclusiva ou principalmente destinados às máquinas ou aparelhos das posições 84.70 a 84.72.",
8473.2,,- Partes e acessórios das máquinas da posição 84.70:,
8473.21.00,,"-- Das calculadoras eletrônicas das subposições 8470.10, 8470.21 ou 8470.29 ","1,3"
8473.29,,-- Outros,
8473.29.10,,"Circuitos impressos com componentes elétricos ou eletrônicos, montados, para caixas registradoras ",15
8473.29.20,,De máquinas da subposição 8470.30 ,13
8473.29.90,,Outros ,15
8473.3,,- Partes e acessórios das máquinas da posição 84.71,
8473.30.1,,"Gabinete, mesmo com módulo display numérico, fonte de alimentação incorporada ou ambos",
